 PRIMARY DESCRIPTION,Date,Counts
NARCOTICS,2020-11-21,12
OFFENSE INVOLVING CHILDREN,2020-11-21,4
OTHER OFFENSE,2020-11-21,31
PUBLIC PEACE VIOLATION,2020-11-21,2
ROBBERY,2020-11-21,34
SEX OFFENSE,2020-11-21,3
THEFT,2020-11-21,98
WEAPONS VIOLATION,2020-11-21,31
ARSON,2020-11-22,3
ASSAULT,2020-11-22,35
BATTERY,2020-11-22,94
BURGLARY,2020-11-22,18
CONCEALED CARRY LICENSE VIOLATION,2020-11-22,1
CRIMINAL DAMAGE,2020-11-22,74
CRIMINAL SEXUAL ASSAULT,2020-11-22,1
CRIMINAL TRESPASS,2020-11-22,11
DECEPTIVE PRACTICE,2020-11-22,45
HOMICIDE,2020-11-22,1
MOTOR VEHICLE THEFT,2020-11-22,34
NARCOTICS,2020-11-22,18
OFFENSE INVOLVING CHILDREN,2020-11-22,6
OTHER OFFENSE,2020-11-22,24
PUBLIC PEACE VIOLATION,2020-11-22,2
ROBBERY,2020-11-22,31
STALKING,2020-11-22,3
THEFT,2020-11-22,78
WEAPONS VIOLATION,2020-11-22,20
ARSON,2020-11-23,1
ASSAULT,2020-11-23,52
BATTERY,2020-11-23,91
BURGLARY,2020-11-23,22
CRIMINAL DAMAGE,2020-11-23,61
CRIMINAL SEXUAL ASSAULT,2020-11-23,4
CRIMINAL TRESPASS,2020-11-23,7
DECEPTIVE PRACTICE,2020-11-23,51
HOMICIDE,2020-11-23,2
INTERFERENCE WITH PUBLIC OFFICER,2020-11-23,1
INTIMIDATION,2020-11-23,2
MOTOR VEHICLE THEFT,2020-11-23,39
NARCOTICS,2020-11-23,13
OFFENSE INVOLVING CHILDREN,2020-11-23,6
OTHER OFFENSE,2020-11-23,25
PROSTITUTION,2020-11-23,1
PUBLIC PEACE VIOLATION,2020-11-23,1
ROBBERY,2020-11-23,42
SEX OFFENSE,2020-11-23,2
THEFT,2020-11-23,85
WEAPONS VIOLATION,2020-11-23,17
ARSON,2020-11-24,3
ASSAULT,2020-11-24,41
BATTERY,2020-11-24,74
BURGLARY,2020-11-24,14
CRIMINAL DAMAGE,2020-11-24,48
CRIMINAL SEXUAL ASSAULT,2020-11-24,6
CRIMINAL TRESPASS,2020-11-24,10
DECEPTIVE PRACTICE,2020-11-24,54
HOMICIDE,2020-11-24,3
INTERFERENCE WITH PUBLIC OFFICER,2020-11-24,1
INTIMIDATION,2020-11-24,1
KIDNAPPING,2020-11-24,1
MOTOR VEHICLE THEFT,2020-11-24,31
NARCOTICS,2020-11-24,14
OFFENSE INVOLVING CHILDREN,2020-11-24,5
OTHER OFFENSE,2020-11-24,33
ROBBERY,2020-11-24,30
SEX OFFENSE,2020-11-24,3
STALKING,2020-11-24,1
THEFT,2020-11-24,97
WEAPONS VIOLATION,2020-11-24,20
ARSON,2020-11-25,1
ASSAULT,2020-11-25,41
BATTERY,2020-11-25,82
BURGLARY,2020-11-25,17
CRIMINAL DAMAGE,2020-11-25,54
CRIMINAL SEXUAL ASSAULT,2020-11-25,4
CRIMINAL TRESPASS,2020-11-25,4
DECEPTIVE PRACTICE,2020-11-25,49
MOTOR VEHICLE THEFT,2020-11-25,28
NARCOTICS,2020-11-25,18
OFFENSE INVOLVING CHILDREN,2020-11-25,7
OTHER OFFENSE,2020-11-25,27
PUBLIC PEACE VIOLATION,2020-11-25,2
ROBBERY,2020-11-25,22
SEX OFFENSE,2020-11-25,1
STALKING,2020-11-25,1
THEFT,2020-11-25,94
WEAPONS VIOLATION,2020-11-25,21
ARSON,2020-11-26,3
ASSAULT,2020-11-26,40
BATTERY,2020-11-26,83
BURGLARY,2020-11-26,26
CRIMINAL DAMAGE,2020-11-26,57
CRIMINAL SEXUAL ASSAULT,2020-11-26,1
CRIMINAL TRESPASS,2020-11-26,7
DECEPTIVE PRACTICE,2020-11-26,19
HOMICIDE,2020-11-26,1
MOTOR VEHICLE THEFT,2020-11-26,18
NARCOTICS,2020-11-26,3
OFFENSE INVOLVING CHILDREN,2020-11-26,9
OTHER OFFENSE,2020-11-26,17
PROSTITUTION,2020-11-26,1
ROBBERY,2020-11-26,13
SEX OFFENSE,2020-11-26,3
STALKING,2020-11-26,1
THEFT,2020-11-26,53
WEAPONS VIOLATION,2020-11-26,27
ARSON,2020-11-27,2
ASSAULT,2020-11-27,35
BATTERY,2020-11-27,112
BURGLARY,2020-11-27,21
CONCEALED CARRY LICENSE VIOLATION,2020-11-27,1
CRIMINAL DAMAGE,2020-11-27,69
CRIMINAL SEXUAL ASSAULT,2020-11-27,5
CRIMINAL TRESPASS,2020-11-27,8
DECEPTIVE PRACTICE,2020-11-27,43
HOMICIDE,2020-11-27,5
INTIMIDATION,2020-11-27,1
MOTOR VEHICLE THEFT,2020-11-27,27
NARCOTICS,2020-11-27,26
OFFENSE INVOLVING CHILDREN,2020-11-27,7
OTHER OFFENSE,2020-11-27,28
PUBLIC PEACE VIOLATION,2020-11-27,1
ROBBERY,2020-11-27,24
SEX OFFENSE,2020-11-27,1
STALKING,2020-11-27,1
THEFT,2020-11-27,101
WEAPONS VIOLATION,2020-11-27,51
ARSON,2020-11-28,5
ASSAULT,2020-11-28,39
BATTERY,2020-11-28,75
BURGLARY,2020-11-28,14
CONCEALED CARRY LICENSE VIOLATION,2020-11-28,1
CRIMINAL DAMAGE,2020-11-28,60
CRIMINAL SEXUAL ASSAULT,2020-11-28,5
CRIMINAL TRESPASS,2020-11-28,9
DECEPTIVE PRACTICE,2020-11-28,30
HOMICIDE,2020-11-28,2
INTERFERENCE WITH PUBLIC OFFICER,2020-11-28,3
INTIMIDATION,2020-11-28,1
LIQUOR LAW VIOLATION,2020-11-28,1
MOTOR VEHICLE THEFT,2020-11-28,32
NARCOTICS,2020-11-28,16
OFFENSE INVOLVING CHILDREN,2020-11-28,7
OTHER OFFENSE,2020-11-28,20
PROSTITUTION,2020-11-28,1
PUBLIC PEACE VIOLATION,2020-11-28,2
ROBBERY,2020-11-28,24
SEX OFFENSE,2020-11-28,1
STALKING,2020-11-28,1
THEFT,2020-11-28,96
WEAPONS VIOLATION,2020-11-28,39
ARSON,2020-11-29,2
ASSAULT,2020-11-29,34
BATTERY,2020-11-29,115
BURGLARY,2020-11-29,13
CRIMINAL DAMAGE,2020-11-29,69
CRIMINAL SEXUAL ASSAULT,2020-11-29,6
CRIMINAL TRESPASS,2020-11-29,9
DECEPTIVE PRACTICE,2020-11-29,45
HOMICIDE,2020-11-29,4
INTIMIDATION,2020-11-29,1
MOTOR VEHICLE THEFT,2020-11-29,27
NARCOTICS,2020-11-29,21
OFFENSE INVOLVING CHILDREN,2020-11-29,1
OTHER OFFENSE,2020-11-29,32
PUBLIC INDECENCY,2020-11-29,1
ROBBERY,2020-11-29,34
SEX OFFENSE,2020-11-29,3
STALKING,2020-11-29,1
THEFT,2020-11-29,71
WEAPONS VIOLATION,2020-11-29,29
ASSAULT,2020-11-30,35
BATTERY,2020-11-30,95
BURGLARY,2020-11-30,18
CRIMINAL DAMAGE,2020-11-30,36
CRIMINAL SEXUAL ASSAULT,2020-11-30,2
CRIMINAL TRESPASS,2020-11-30,6
DECEPTIVE PRACTICE,2020-11-30,66
HOMICIDE,2020-11-30,1
INTERFERENCE WITH PUBLIC OFFICER,2020-11-30,2
INTIMIDATION,2020-11-30,1
KIDNAPPING,2020-11-30,1
MOTOR VEHICLE THEFT,2020-11-30,25
NARCOTICS,2020-11-30,10
OFFENSE INVOLVING CHILDREN,2020-11-30,3
OTHER OFFENSE,2020-11-30,30
PUBLIC PEACE VIOLATION,2020-11-30,1
ROBBERY,2020-11-30,14
SEX OFFENSE,2020-11-30,5
THEFT,2020-11-30,101
WEAPONS VIOLATION,2020-11-30,23
ARSON,2020-12-01,2
ASSAULT,2020-12-01,38
BATTERY,2020-12-01,83
BURGLARY,2020-12-01,18
CRIMINAL DAMAGE,2020-12-01,37
CRIMINAL SEXUAL ASSAULT,2020-12-01,2
CRIMINAL TRESPASS,2020-12-01,6
DECEPTIVE PRACTICE,2020-12-01,96
INTERFERENCE WITH PUBLIC OFFICER,2020-12-01,1
INTIMIDATION,2020-12-01,1
MOTOR VEHICLE THEFT,2020-12-01,29
NARCOTICS,2020-12-01,15
OFFENSE INVOLVING CHILDREN,2020-12-01,3
OTHER OFFENSE,2020-12-01,31
ROBBERY,2020-12-01,20
SEX OFFENSE,2020-12-01,2
THEFT,2020-12-01,112
WEAPONS VIOLATION,2020-12-01,20
ARSON,2020-12-02,1
ASSAULT,2020-12-02,35
BATTERY,2020-12-02,81
BURGLARY,2020-12-02,14
CRIMINAL DAMAGE,2020-12-02,48
CRIMINAL TRESPASS,2020-12-02,9
DECEPTIVE PRACTICE,2020-12-02,73
HOMICIDE,2020-12-02,1
MOTOR VEHICLE THEFT,2020-12-02,27
NARCOTICS,2020-12-02,17
OFFENSE INVOLVING CHILDREN,2020-12-02,7
OTHER OFFENSE,2020-12-02,27
PUBLIC PEACE VIOLATION,2020-12-02,1
ROBBERY,2020-12-02,20
SEX OFFENSE,2020-12-02,4
THEFT,2020-12-02,108
WEAPONS VIOLATION,2020-12-02,24
ARSON,2020-12-03,1
ASSAULT,2020-12-03,37
BATTERY,2020-12-03,58
BURGLARY,2020-12-03,11
CRIMINAL DAMAGE,2020-12-03,46
CRIMINAL SEXUAL ASSAULT,2020-12-03,2
CRIMINAL TRESPASS,2020-12-03,3
DECEPTIVE PRACTICE,2020-12-03,59
HOMICIDE,2020-12-03,2
INTERFERENCE WITH PUBLIC OFFICER,2020-12-03,3
MOTOR VEHICLE THEFT,2020-12-03,32
NARCOTICS,2020-12-03,25
OFFENSE INVOLVING CHILDREN,2020-12-03,6
OTHER OFFENSE,2020-12-03,22
PUBLIC PEACE VIOLATION,2020-12-03,1
ROBBERY,2020-12-03,17
SEX OFFENSE,2020-12-03,3
THEFT,2020-12-03,102
WEAPONS VIOLATION,2020-12-03,27
ARSON,2020-12-04,1
ASSAULT,2020-12-04,37
BATTERY,2020-12-04,91
BURGLARY,2020-12-04,17
CRIMINAL DAMAGE,2020-12-04,52
CRIMINAL SEXUAL ASSAULT,2020-12-04,3
CRIMINAL TRESPASS,2020-12-04,6
DECEPTIVE PRACTICE,2020-12-04,90
INTERFERENCE WITH PUBLIC OFFICER,2020-12-04,2
KIDNAPPING,2020-12-04,1
MOTOR VEHICLE THEFT,2020-12-04,40
NARCOTICS,2020-12-04,13
OFFENSE INVOLVING CHILDREN,2020-12-04,12
OTHER OFFENSE,2020-12-04,35
PUBLIC PEACE VIOLATION,2020-12-04,1
ROBBERY,2020-12-04,14
SEX OFFENSE,2020-12-04,4
THEFT,2020-12-04,115
WEAPONS VIOLATION,2020-12-04,31
ARSON,2020-12-05,1
ASSAULT,2020-12-05,50
BATTERY,2020-12-05,115
BURGLARY,2020-12-05,20
CRIMINAL DAMAGE,2020-12-05,58
CRIMINAL SEXUAL ASSAULT,2020-12-05,6
CRIMINAL TRESPASS,2020-12-05,13
DECEPTIVE PRACTICE,2020-12-05,48
HOMICIDE,2020-12-05,2
INTERFERENCE WITH PUBLIC OFFICER,2020-12-05,1
MOTOR VEHICLE THEFT,2020-12-05,37
NARCOTICS,2020-12-05,21
OBSCENITY,2020-12-05,1
OFFENSE INVOLVING CHILDREN,2020-12-05,5
OTHER OFFENSE,2020-12-05,27
PUBLIC PEACE VIOLATION,2020-12-05,2
ROBBERY,2020-12-05,13
SEX OFFENSE,2020-12-05,1
THEFT,2020-12-05,104
WEAPONS VIOLATION,2020-12-05,23
ARSON,2020-12-06,1
ASSAULT,2020-12-06,46
BATTERY,2020-12-06,96
BURGLARY,2020-12-06,17
CRIMINAL DAMAGE,2020-12-06,60
CRIMINAL SEXUAL ASSAULT,2020-12-06,3
CRIMINAL TRESPASS,2020-12-06,14
DECEPTIVE PRACTICE,2020-12-06,72
HOMICIDE,2020-12-06,4
INTERFERENCE WITH PUBLIC OFFICER,2020-12-06,4
MOTOR VEHICLE THEFT,2020-12-06,29
NARCOTICS,2020-12-06,22
OFFENSE INVOLVING CHILDREN,2020-12-06,6
OTHER OFFENSE,2020-12-06,36
PUBLIC PEACE VIOLATION,2020-12-06,1
ROBBERY,2020-12-06,21
SEX OFFENSE,2020-12-06,1
THEFT,2020-12-06,87
WEAPONS VIOLATION,2020-12-06,32
ASSAULT,2020-12-07,46
BATTERY,2020-12-07,76
BURGLARY,2020-12-07,19
CRIMINAL DAMAGE,2020-12-07,64
CRIMINAL TRESPASS,2020-12-07,11
DECEPTIVE PRACTICE,2020-12-07,89
HOMICIDE,2020-12-07,2
MOTOR VEHICLE THEFT,2020-12-07,21
NARCOTICS,2020-12-07,17
OBSCENITY,2020-12-07,1
OFFENSE INVOLVING CHILDREN,2020-12-07,1
OTHER OFFENSE,2020-12-07,37
PUBLIC PEACE VIOLATION,2020-12-07,2
ROBBERY,2020-12-07,19
THEFT,2020-12-07,106
WEAPONS VIOLATION,2020-12-07,31
ARSON,2020-12-08,1
ASSAULT,2020-12-08,41
BATTERY,2020-12-08,71
BURGLARY,2020-12-08,14
CRIMINAL DAMAGE,2020-12-08,63
CRIMINAL SEXUAL ASSAULT,2020-12-08,1
CRIMINAL TRESPASS,2020-12-08,12
DECEPTIVE PRACTICE,2020-12-08,97
HOMICIDE,2020-12-08,3
MOTOR VEHICLE THEFT,2020-12-08,36
NARCOTICS,2020-12-08,10
OFFENSE INVOLVING CHILDREN,2020-12-08,11
OTHER OFFENSE,2020-12-08,27
ROBBERY,2020-12-08,20
SEX OFFENSE,2020-12-08,1
THEFT,2020-12-08,104
WEAPONS VIOLATION,2020-12-08,23
ARSON,2020-12-09,4
ASSAULT,2020-12-09,40
BATTERY,2020-12-09,86
BURGLARY,2020-12-09,12
CRIMINAL DAMAGE,2020-12-09,51
CRIMINAL TRESPASS,2020-12-09,9
DECEPTIVE PRACTICE,2020-12-09,76
HOMICIDE,2020-12-09,1
INTERFERENCE WITH PUBLIC OFFICER,2020-12-09,2
MOTOR VEHICLE THEFT,2020-12-09,29
NARCOTICS,2020-12-09,22
OFFENSE INVOLVING CHILDREN,2020-12-09,3
OTHER OFFENSE,2020-12-09,26
PUBLIC PEACE VIOLATION,2020-12-09,1
ROBBERY,2020-12-09,11
THEFT,2020-12-09,105
WEAPONS VIOLATION,2020-12-09,23
ARSON,2020-12-10,3
ASSAULT,2020-12-10,53
BATTERY,2020-12-10,72
BURGLARY,2020-12-10,10
CRIMINAL DAMAGE,2020-12-10,58
CRIMINAL TRESPASS,2020-12-10,9
DECEPTIVE PRACTICE,2020-12-10,103
HOMICIDE,2020-12-10,1
MOTOR VEHICLE THEFT,2020-12-10,26
NARCOTICS,2020-12-10,24
OFFENSE INVOLVING CHILDREN,2020-12-10,4
OTHER OFFENSE,2020-12-10,37
PUBLIC PEACE VIOLATION,2020-12-10,3
ROBBERY,2020-12-10,19
SEX OFFENSE,2020-12-10,1
STALKING,2020-12-10,1
THEFT,2020-12-10,105
WEAPONS VIOLATION,2020-12-10,32
ASSAULT,2020-12-11,34
BATTERY,2020-12-11,77
BURGLARY,2020-12-11,17
CONCEALED CARRY LICENSE VIOLATION,2020-12-11,1
CRIMINAL DAMAGE,2020-12-11,55
CRIMINAL SEXUAL ASSAULT,2020-12-11,1
CRIMINAL TRESPASS,2020-12-11,8
DECEPTIVE PRACTICE,2020-12-11,81
HOMICIDE,2020-12-11,1
INTERFERENCE WITH PUBLIC OFFICER,2020-12-11,1
KIDNAPPING,2020-12-11,1
MOTOR VEHICLE THEFT,2020-12-11,21
NARCOTICS,2020-12-11,15
OFFENSE INVOLVING CHILDREN,2020-12-11,4
OTHER OFFENSE,2020-12-11,23
PUBLIC PEACE VIOLATION,2020-12-11,1
ROBBERY,2020-12-11,25
SEX OFFENSE,2020-12-11,3
STALKING,2020-12-11,1
THEFT,2020-12-11,97
WEAPONS VIOLATION,2020-12-11,14
ASSAULT,2020-12-12,41
BATTERY,2020-12-12,104
BURGLARY,2020-12-12,17
CRIMINAL DAMAGE,2020-12-12,52
CRIMINAL SEXUAL ASSAULT,2020-12-12,2
CRIMINAL TRESPASS,2020-12-12,8
DECEPTIVE PRACTICE,2020-12-12,52
LIQUOR LAW VIOLATION,2020-12-12,1
MOTOR VEHICLE THEFT,2020-12-12,28
NARCOTICS,2020-12-12,14
OFFENSE INVOLVING CHILDREN,2020-12-12,2
OTHER OFFENSE,2020-12-12,29
ROBBERY,2020-12-12,29
SEX OFFENSE,2020-12-12,1
THEFT,2020-12-12,77
WEAPONS VIOLATION,2020-12-12,25
ASSAULT,2020-12-13,37
BATTERY,2020-12-13,107
BURGLARY,2020-12-13,24
CRIMINAL DAMAGE,2020-12-13,59
CRIMINAL SEXUAL ASSAULT,2020-12-13,3
CRIMINAL TRESPASS,2020-12-13,6
DECEPTIVE PRACTICE,2020-12-13,70
HOMICIDE,2020-12-13,3
INTERFERENCE WITH PUBLIC OFFICER,2020-12-13,3
INTIMIDATION,2020-12-13,1
MOTOR VEHICLE THEFT,2020-12-13,34
NARCOTICS,2020-12-13,19
OFFENSE INVOLVING CHILDREN,2020-12-13,4
OTHER OFFENSE,2020-12-13,28
ROBBERY,2020-12-13,24
SEX OFFENSE,2020-12-13,2
THEFT,2020-12-13,80
WEAPONS VIOLATION,2020-12-13,30
ARSON,2020-12-14,4
ASSAULT,2020-12-14,52
BATTERY,2020-12-14,85
BURGLARY,2020-12-14,21
CRIMINAL DAMAGE,2020-12-14,43
CRIMINAL TRESPASS,2020-12-14,11
DECEPTIVE PRACTICE,2020-12-14,107
INTERFERENCE WITH PUBLIC OFFICER,2020-12-14,2
INTIMIDATION,2020-12-14,1
KIDNAPPING,2020-12-14,1
MOTOR VEHICLE THEFT,2020-12-14,36
NARCOTICS,2020-12-14,17
OFFENSE INVOLVING CHILDREN,2020-12-14,4
OTHER OFFENSE,2020-12-14,25
ROBBERY,2020-12-14,7
SEX OFFENSE,2020-12-14,2
THEFT,2020-12-14,84
WEAPONS VIOLATION,2020-12-14,26
ARSON,2020-12-15,1
ASSAULT,2020-12-15,32
BATTERY,2020-12-15,64
BURGLARY,2020-12-15,12
CONCEALED CARRY LICENSE VIOLATION,2020-12-15,1
CRIMINAL DAMAGE,2020-12-15,48
CRIMINAL SEXUAL ASSAULT,2020-12-15,1
CRIMINAL TRESPASS,2020-12-15,10
DECEPTIVE PRACTICE,2020-12-15,131
INTERFERENCE WITH PUBLIC OFFICER,2020-12-15,2
MOTOR VEHICLE THEFT,2020-12-15,29
NARCOTICS,2020-12-15,20
OFFENSE INVOLVING CHILDREN,2020-12-15,5
OTHER OFFENSE,2020-12-15,32
ROBBERY,2020-12-15,20
SEX OFFENSE,2020-12-15,1
STALKING,2020-12-15,1
THEFT,2020-12-15,107
WEAPONS VIOLATION,2020-12-15,28
ARSON,2020-12-16,2
ASSAULT,2020-12-16,47
BATTERY,2020-12-16,90
BURGLARY,2020-12-16,21
CRIMINAL DAMAGE,2020-12-16,51
CRIMINAL TRESPASS,2020-12-16,9
DECEPTIVE PRACTICE,2020-12-16,100
HOMICIDE,2020-12-16,1
INTERFERENCE WITH PUBLIC OFFICER,2020-12-16,2
MOTOR VEHICLE THEFT,2020-12-16,21
NARCOTICS,2020-12-16,18
OBSCENITY,2020-12-16,1
OFFENSE INVOLVING CHILDREN,2020-12-16,2
OTHER OFFENSE,2020-12-16,29
PUBLIC PEACE VIOLATION,2020-12-16,2
ROBBERY,2020-12-16,12
STALKING,2020-12-16,2
THEFT,2020-12-16,88
WEAPONS VIOLATION,2020-12-16,15
ARSON,2020-12-17,1
ASSAULT,2020-12-17,41
BATTERY,2020-12-17,83
BURGLARY,2020-12-17,15
CONCEALED CARRY LICENSE VIOLATION,2020-12-17,1
CRIMINAL DAMAGE,2020-12-17,37
CRIMINAL SEXUAL ASSAULT,2020-12-17,5
CRIMINAL TRESPASS,2020-12-17,5
DECEPTIVE PRACTICE,2020-12-17,94
HOMICIDE,2020-12-17,2
INTERFERENCE WITH PUBLIC OFFICER,2020-12-17,1
KIDNAPPING,2020-12-17,1
MOTOR VEHICLE THEFT,2020-12-17,33
NARCOTICS,2020-12-17,13
OFFENSE INVOLVING CHILDREN,2020-12-17,7
OTHER OFFENSE,2020-12-17,29
ROBBERY,2020-12-17,17
THEFT,2020-12-17,97
WEAPONS VIOLATION,2020-12-17,23
ARSON,2020-12-18,1
ASSAULT,2020-12-18,42
BATTERY,2020-12-18,77
BURGLARY,2020-12-18,17
CRIMINAL DAMAGE,2020-12-18,44
CRIMINAL SEXUAL ASSAULT,2020-12-18,6
CRIMINAL TRESPASS,2020-12-18,18
DECEPTIVE PRACTICE,2020-12-18,105
HOMICIDE,2020-12-18,1
INTERFERENCE WITH PUBLIC OFFICER,2020-12-18,1
MOTOR VEHICLE THEFT,2020-12-18,22
NARCOTICS,2020-12-18,19
OFFENSE INVOLVING CHILDREN,2020-12-18,7
OTHER OFFENSE,2020-12-18,39
PUBLIC PEACE VIOLATION,2020-12-18,2
ROBBERY,2020-12-18,21
STALKING,2020-12-18,1
THEFT,2020-12-18,100
WEAPONS VIOLATION,2020-12-18,24
ASSAULT,2020-12-19,46
BATTERY,2020-12-19,110
BURGLARY,2020-12-19,18
CONCEALED CARRY LICENSE VIOLATION,2020-12-19,1
CRIMINAL DAMAGE,2020-12-19,55
CRIMINAL SEXUAL ASSAULT,2020-12-19,2
CRIMINAL TRESPASS,2020-12-19,8
DECEPTIVE PRACTICE,2020-12-19,34
HOMICIDE,2020-12-19,3
INTERFERENCE WITH PUBLIC OFFICER,2020-12-19,4
INTIMIDATION,2020-12-19,1
LIQUOR LAW VIOLATION,2020-12-19,1
MOTOR VEHICLE THEFT,2020-12-19,38
NARCOTICS,2020-12-19,13
OTHER OFFENSE,2020-12-19,22
PUBLIC PEACE VIOLATION,2020-12-19,6
ROBBERY,2020-12-19,22
SEX OFFENSE,2020-12-19,3
STALKING,2020-12-19,1
THEFT,2020-12-19,89
WEAPONS VIOLATION,2020-12-19,40
ARSON,2020-12-20,3
ASSAULT,2020-12-20,44
BATTERY,2020-12-20,95
BURGLARY,2020-12-20,19
CRIMINAL DAMAGE,2020-12-20,65
CRIMINAL SEXUAL ASSAULT,2020-12-20,3
CRIMINAL TRESPASS,2020-12-20,7
DECEPTIVE PRACTICE,2020-12-20,70
HOMICIDE,2020-12-20,3
INTERFERENCE WITH PUBLIC OFFICER,2020-12-20,1
MOTOR VEHICLE THEFT,2020-12-20,39
NARCOTICS,2020-12-20,15
OFFENSE INVOLVING CHILDREN,2020-12-20,5
OTHER OFFENSE,2020-12-20,20
PUBLIC PEACE VIOLATION,2020-12-20,3
ROBBERY,2020-12-20,22
SEX OFFENSE,2020-12-20,2
THEFT,2020-12-20,72
WEAPONS VIOLATION,2020-12-20,31
ARSON,2020-12-21,2
ASSAULT,2020-12-21,43
BATTERY,2020-12-21,85
BURGLARY,2020-12-21,20
CONCEALED CARRY LICENSE VIOLATION,2020-12-21,1
CRIMINAL DAMAGE,2020-12-21,60
CRIMINAL SEXUAL ASSAULT,2020-12-21,6
CRIMINAL TRESPASS,2020-12-21,9
DECEPTIVE PRACTICE,2020-12-21,141
HOMICIDE,2020-12-21,3
INTERFERENCE WITH PUBLIC OFFICER,2020-12-21,1
MOTOR VEHICLE THEFT,2020-12-21,24
NARCOTICS,2020-12-21,20
OFFENSE INVOLVING CHILDREN,2020-12-21,1
OTHER OFFENSE,2020-12-21,26
PUBLIC PEACE VIOLATION,2020-12-21,3
ROBBERY,2020-12-21,26
SEX OFFENSE,2020-12-21,2
THEFT,2020-12-21,94
WEAPONS VIOLATION,2020-12-21,25
ARSON,2020-12-22,1
ASSAULT,2020-12-22,39
BATTERY,2020-12-22,97
BURGLARY,2020-12-22,15
CRIMINAL DAMAGE,2020-12-22,52
CRIMINAL SEXUAL ASSAULT,2020-12-22,2
CRIMINAL TRESPASS,2020-12-22,7
DECEPTIVE PRACTICE,2020-12-22,117
HOMICIDE,2020-12-22,1
INTERFERENCE WITH PUBLIC OFFICER,2020-12-22,2
MOTOR VEHICLE THEFT,2020-12-22,26
NARCOTICS,2020-12-22,9
OFFENSE INVOLVING CHILDREN,2020-12-22,6
OTHER OFFENSE,2020-12-22,16
PUBLIC PEACE VIOLATION,2020-12-22,2
ROBBERY,2020-12-22,24
SEX OFFENSE,2020-12-22,3
THEFT,2020-12-22,114
WEAPONS VIOLATION,2020-12-22,29
ARSON,2020-12-23,2
ASSAULT,2020-12-23,43
BATTERY,2020-12-23,91
BURGLARY,2020-12-23,23
CRIMINAL DAMAGE,2020-12-23,55
CRIMINAL SEXUAL ASSAULT,2020-12-23,5
CRIMINAL TRESPASS,2020-12-23,13
DECEPTIVE PRACTICE,2020-12-23,93
INTERFERENCE WITH PUBLIC OFFICER,2020-12-23,1
KIDNAPPING,2020-12-23,1
MOTOR VEHICLE THEFT,2020-12-23,33
NARCOTICS,2020-12-23,21
OFFENSE INVOLVING CHILDREN,2020-12-23,5
OTHER OFFENSE,2020-12-23,30
PUBLIC PEACE VIOLATION,2020-12-23,2
ROBBERY,2020-12-23,15
SEX OFFENSE,2020-12-23,3
STALKING,2020-12-23,1
THEFT,2020-12-23,97
WEAPONS VIOLATION,2020-12-23,22
ASSAULT,2020-12-24,40
BATTERY,2020-12-24,78
BURGLARY,2020-12-24,17
CRIMINAL DAMAGE,2020-12-24,54
CRIMINAL SEXUAL ASSAULT,2020-12-24,2
CRIMINAL TRESPASS,2020-12-24,6
DECEPTIVE PRACTICE,2020-12-24,73
HOMICIDE,2020-12-24,3
MOTOR VEHICLE THEFT,2020-12-24,24
NARCOTICS,2020-12-24,3
OFFENSE INVOLVING CHILDREN,2020-12-24,15
OTHER OFFENSE,2020-12-24,30
PUBLIC PEACE VIOLATION,2020-12-24,2
ROBBERY,2020-12-24,16
SEX OFFENSE,2020-12-24,1
THEFT,2020-12-24,105
WEAPONS VIOLATION,2020-12-24,13
ARSON,2020-12-25,1
ASSAULT,2020-12-25,37
BATTERY,2020-12-25,126
BURGLARY,2020-12-25,17
CONCEALED CARRY LICENSE VIOLATION,2020-12-25,1
CRIMINAL DAMAGE,2020-12-25,52
CRIMINAL SEXUAL ASSAULT,2020-12-25,3
CRIMINAL TRESPASS,2020-12-25,2
DECEPTIVE PRACTICE,2020-12-25,18
HOMICIDE,2020-12-25,2
MOTOR VEHICLE THEFT,2020-12-25,25
NARCOTICS,2020-12-25,4
OFFENSE INVOLVING CHILDREN,2020-12-25,11
OTHER OFFENSE,2020-12-25,24
PROSTITUTION,2020-12-25,4
PUBLIC PEACE VIOLATION,2020-12-25,1
ROBBERY,2020-12-25,13
SEX OFFENSE,2020-12-25,2
STALKING,2020-12-25,1
THEFT,2020-12-25,40
WEAPONS VIOLATION,2020-12-25,10
ARSON,2020-12-26,1
ASSAULT,2020-12-26,36
BATTERY,2020-12-26,86
BURGLARY,2020-12-26,22
CONCEALED CARRY LICENSE VIOLATION,2020-12-26,1
CRIMINAL DAMAGE,2020-12-26,51
CRIMINAL SEXUAL ASSAULT,2020-12-26,2
CRIMINAL TRESPASS,2020-12-26,5
DECEPTIVE PRACTICE,2020-12-26,38
HOMICIDE,2020-12-26,3
INTERFERENCE WITH PUBLIC OFFICER,2020-12-26,2
INTIMIDATION,2020-12-26,1
LIQUOR LAW VIOLATION,2020-12-26,1
MOTOR VEHICLE THEFT,2020-12-26,24
NARCOTICS,2020-12-26,12
OFFENSE INVOLVING CHILDREN,2020-12-26,3
OTHER OFFENSE,2020-12-26,26
PUBLIC PEACE VIOLATION,2020-12-26,3
ROBBERY,2020-12-26,18
SEX OFFENSE,2020-12-26,2
THEFT,2020-12-26,63
WEAPONS VIOLATION,2020-12-26,27
ARSON,2020-12-27,1
ASSAULT,2020-12-27,41
